0,"a slight and obvious effort , even for one whose target demographic is likely still in the single digits , age-wise ."
0,sex with strangers will shock many with its unblinking frankness . but what is missing from it all is a moral . what is the filmmakers' point ? why did they deem it necessary to document all this emotional misery ?
0,"you see robin williams and psycho killer , and you think , hmmmmm . you see the movie and you think , zzzzzzzzz ."
0,"downright transparent is the script's endless assault of embarrassingly ham-fisted sex jokes that reek of a script rewrite designed to garner the film a "" cooler "" pg-13 rating ."
0,the movie slides downhill as soon as macho action conventions assert themselves .
0,"formulaic to the 51st power , more like ."
0,draggin' about dragons
0,"howard and his co-stars all give committed performances , but they're often undone by howard's self-conscious attempts to find a 'literary' filmmaking style to match his subject ."
0,"a respectable but uninspired thriller that's intelligent and considered in its details , but ultimately weak in its impact ."
0,"jones helps breathe some life into the insubstantial plot , but even he is overwhelmed by predictability ."
0,the movie just has too much on its plate to really stay afloat for its just under ninety minute running time .
0,"comes off more like a misdemeanor , a flat , unconvincing drama that never catches fire ."
0,cinematic poo .
0,offers absolutely nothing i hadn't already seen .
1,"the rock is destined to be the 21st century's new "" conan "" and that he's going to make a splash even greater than arnold schwarzenegger , jean-claud van damme or steven segal ."
1,"the gorgeously elaborate continuation of "" the lord of the rings "" trilogy is so huge that a column of words cannot adequately describe co-writer/director peter jackson's expanded vision of j . r . r . tolkien's middle-earth ."
1,effective but too-tepid biopic
1,"if you sometimes like to go to the movies to have fun , wasabi is a good place to start ."
1,"emerges as something rare , an issue movie that's so honest and keenly observed that it doesn't feel like one ."
1,the film provides some great insight into the neurotic mindset of all comics -- even those who have reached the absolute top of the game .
1,offers that rare combination of entertainment and education .
1,perhaps no picture ever made has more literally showed that the road to hell is paved with good intentions .
1,steers turns in a snappy screenplay that curls at the edges ; it's so clever you want to hate it . but he somehow pulls it off .
1,take care of my cat offers a refreshingly different slice of asian cinema .
1,"this is a film well worth seeing , talking and singing heads and all ."
1,what really surprises about wisegirls is its low-key quality and genuine tenderness .
1," ( wendigo is ) why we go to the cinema : to be fed through the eye , the heart , the mind ."
1,"one of the greatest family-oriented , fantasy-adventure movies ever ."
1,"ultimately , it ponders the reasons we need stories so much ."
1,an utterly compelling 'who wrote it' in which the reputation of the most famous author who ever lived comes into question .
1,illuminating if overly talky documentary .
1,a masterpiece four years in the making .
1,"the movie's ripe , enrapturing beauty will tempt those willing to probe its inscrutable mysteries ."
1,offers a breath of the fresh air of true sophistication .
1,"a thoughtful , provocative , insistently humanizing film ."
1,"with a cast that includes some of the top actors working in independent film , lovely & amazing involves us because it is so incisive , so bleakly amusing about how we go about our lives ."
1,a disturbing and frighteningly evocative assembly of imagery and hypnotic music composed by philip glass .
1,"not for everyone , but for those with whom it will connect , it's a nice departure from standard moviegoing fare ."
1,scores a few points for doing what it does with a dedicated and good-hearted professionalism .
1,"occasionally melodramatic , it's also extremely effective ."
1,spiderman rocks
1,an idealistic love story that brings out the latent 15-year-old romantic in everyone .
1,"at about 95 minutes , treasure planet maintains a brisk pace as it races through the familiar story . however , it lacks grandeur and that epic quality often associated with stevenson's tale as well as with earlier disney efforts ."
1,it helps that lil bow wow . . . tones down his pint-sized gangsta act to play someone who resembles a real kid .
1,"guaranteed to move anyone who ever shook , rattled , or rolled ."
1,"a masterful film from a master filmmaker , unique in its deceptive grimness , compelling in its fatalist worldview ."
1,"light , cute and forgettable ."
1,"if there's a way to effectively teach kids about the dangers of drugs , i think it's in projects like the ( unfortunately r-rated ) paid ."
1,"while it would be easy to give crush the new title of two weddings and a funeral , it's a far more thoughtful film than any slice of hugh grant whimsy ."
1,"though everything might be literate and smart , it never took off and always seemed static ."
1,"cantet perfectly captures the hotel lobbies , two-lane highways , and roadside cafes that permeate vincent's days"
1,"ms . fulford-wierzbicki is almost spooky in her sulky , calculating lolita turn ."
1,"though it is by no means his best work , laissez-passer is a distinguished and distinctive effort by a bona-fide master , a fascinating film replete with rewards to be had by all willing to make the effort to reap them ."
1,"like most bond outings in recent years , some of the stunts are so outlandish that they border on being cartoonlike . a heavy reliance on cgi technology is beginning to creep into the series ."
1,"newton draws our attention like a magnet , and acts circles around her better known co-star , mark wahlberg ."
1,"the story loses its bite in a last-minute happy ending that's even less plausible than the rest of the picture . much of the way , though , this is a refreshingly novel ride ."
1,fuller would surely have called this gutsy and at times exhilarating movie a great yarn .
1,"'compleja e intelectualmente retadora , el ladrón de orquídeas es uno de esos filmes que vale la pena ver precisamente por su originalidad . '"
1,the film makes a strong case for the importance of the musicians in creating the motown sound .
1,"karmen moves like rhythm itself , her lips chanting to the beat , her long , braided hair doing little to wipe away the jeweled beads of sweat ."
1,gosling provides an amazing performance that dwarfs everything else in the film .
1,"a real movie , about real people , that gives us a rare glimpse into a culture most of us don't know ."
1,tender yet lacerating and darkly funny fable .
1,may be spoofing an easy target -- those old '50's giant creature features -- but . . . it acknowledges and celebrates their cheesiness as the reason why people get a kick out of watching them today .
1,an engaging overview of johnson's eccentric career .
1,"in its ragged , cheap and unassuming way , the movie works ."
1,some actors have so much charisma that you'd be happy to listen to them reading the phone book . hugh grant and sandra bullock are two such likeable actors .
1,"sandra nettelbeck beautifully orchestrates the transformation of the chilly , neurotic , and self-absorbed martha as her heart begins to open ."
1,"behind the snow games and lovable siberian huskies ( plus one sheep dog ) , the picture hosts a parka-wrapped dose of heart ."
1,"everytime you think undercover brother has run out of steam , it finds a new way to surprise and amuse ."
1,"manages to be original , even though it rips off many of its ideas ."
1,"singer/composer bryan adams contributes a slew of songs — a few potential hits , a few more simply intrusive to the story — but the whole package certainly captures the intended , er , spirit of the piece ."
1,you'd think by now america would have had enough of plucky british eccentrics with hearts of gold . yet the act is still charming here .
1,"whether or not you're enlightened by any of derrida's lectures on "" the other "" and "" the self , "" derrida is an undeniably fascinating and playful fellow ."
1,"a pleasant enough movie , held together by skilled ensemble actors ."
1,this is the best american movie about troubled teens since 1998's whatever .
1,disney has always been hit-or-miss when bringing beloved kids' books to the screen . . . tuck everlasting is a little of both .
1,just the labour involved in creating the layered richness of the imagery in this chiaroscuro of madness and light is astonishing .
1,"the animated subplot keenly depicts the inner struggles of our adolescent heroes - insecure , uncontrolled , and intense ."
1,the invincible werner herzog is alive and well and living in la
1,"morton is a great actress portraying a complex character , but morvern callar grows less compelling the farther it meanders from its shocking start ."
1,part of the charm of satin rouge is that it avoids the obvious with humour and lightness .
1,son of the bride may be a good half-hour too long but comes replete with a flattering sense of mystery and quietness .
1,a simmering psychological drama in which the bursts of sudden violence are all the more startling for the slow buildup that has preceded them .
1,"a taut , intelligent psychological drama ."
1,a compelling coming-of-age drama about the arduous journey of a sensitive young girl through a series of foster homes and a fierce struggle to pull free from her dangerous and domineering mother's hold over her .
1,"a truly moving experience , and a perfect example of how art -- when done right -- can help heal , clarify , and comfort ."
1,"this delicately observed story , deeply felt and masterfully stylized , is a triumph for its maverick director ."
1,at heart the movie is a deftly wrought suspense yarn whose richer shadings work as coloring rather than substance .
1,"the appearance of treebeard and gollum's expanded role will either have you loving what you're seeing , or rolling your eyes . i loved it ! gollum's 'performance' is incredible !"
1,"a screenplay more ingeniously constructed than "" memento """
1,"if this movie were a book , it would be a page-turner , you can't wait to see what happens next ."
1,haneke challenges us to confront the reality of sexual aberration .
1,absorbing and disturbing -- perhaps more disturbing than originally intended -- but a little clarity would have gone a long way .
1,"it's the best film of the year so far , the benchmark against which all other best picture contenders should be measured ."
1,"painful to watch , but viewers willing to take a chance will be rewarded with two of the year's most accomplished and riveting film performances ."
1,"this is a startling film that gives you a fascinating , albeit depressing view of iranian rural life close to the iraqi border ."
1,an imaginative comedy/thriller .
1,"a few artsy flourishes aside , narc is as gritty as a movie gets these days ."
1,"while the isle is both preposterous and thoroughly misogynistic , its vistas are incredibly beautiful to look at ."
1,"together , tok and o orchestrate a buoyant , darkly funny dance of death . in the process , they demonstrate that there's still a lot of life in hong kong cinema ."
1,"director kapur is a filmmaker with a real flair for epic landscapes and adventure , and this is a better film than his earlier english-language movie , the overpraised elizabeth ."
1,"the movie is a blast of educational energy , as bouncy animation and catchy songs escort you through the entire 85 minutes ."
1,a sports movie with action that's exciting on the field and a story you care about off it .
1,"doug liman , the director of bourne , directs the traffic well , gets a nice wintry look from his locations , absorbs us with the movie's spycraft and uses damon's ability to be focused and sincere ."
1,the tenderness of the piece is still intact .
1,"katz uses archival footage , horrifying documents of lynchings , still photographs and charming old reel-to-reel recordings of meeropol entertaining his children to create his song history , but most powerful of all is the song itself"
1,"like the film's almost anthropologically detailed realization of early-'80s suburbia , it's significant without being overstated ."
1,while mcfarlane's animation lifts the film firmly above the level of other coming-of-age films . . . it's also so jarring that it's hard to get back into the boys' story .
1,"if nothing else , this movie introduces a promising , unusual kind of psychological horror ."
1,"in a normal screen process , these bromides would be barely enough to sustain an interstitial program on the discovery channel . but in imax 3-d , the clichés disappear into the vertiginous perspectives opened up by the photography ."
1,writer-director burger imaginatively fans the embers of a dormant national grief and curiosity that has calcified into chronic cynicism and fear .
1, . . . a roller-coaster ride of a movie
1,"i enjoyed time of favor while i was watching it , but i was surprised at how quickly it faded from my memory ."
1,"chicago is sophisticated , brash , sardonic , completely joyful in its execution ."
1,steve irwin's method is ernest hemmingway at accelerated speed and volume .
1,a refreshing korean film about five female high school friends who face an uphill battle when they try to take their relationships into deeper waters .
1,"on the surface , it's a lovers-on-the-run crime flick , but it has a lot in common with piesiewicz's and kieslowski's earlier work , films like the double life of veronique ."
1,"the values that have held the enterprise crew together through previous adventures and perils do so again-courage , self-sacrifice and patience under pressure ."
1,"if it's possible for a sequel to outshine the original , then sl2 does just that ."
1,a romantic comedy that operates by the rules of its own self-contained universe .
1,"4 friends , 2 couples , 2000 miles , and all the pabst blue ribbon beer they can drink - it's the ultimate redneck road-trip ."
1,the film is often filled with a sense of pure wonderment and excitement not often seen in today's cinema du sarcasm
1,"it might be tempting to regard mr . andrew and his collaborators as oddballs , but mr . earnhart's quizzical , charming movie allows us to see them , finally , as artists ."
1,a feel-good picture in the best sense of the term .
1,"edited and shot with a syncopated style mimicking the work of his subjects , pray turns the idea of the documentary on its head , making it rousing , invigorating fun lacking any mtv puffery ."
1,"a mostly intelligent , engrossing and psychologically resonant suspenser ."
1,"it's this memory-as-identity obviation that gives secret life its intermittent unease , reaffirming that long-held illusions are indeed reality , and that erasing them recasts the self ."
1,"hip-hop has a history , and it's a metaphor for this love story ."
1,"in scope , ambition and accomplishment , children of the century . . . takes kurys' career to a whole new level ."
1,"this may not have the dramatic gut-wrenching impact of other holocaust films , but it's a compelling story , mainly because of the way it's told by the people who were there ."
1,"between the drama of cube ? s personal revelations regarding what the shop means in the big picture , iconic characters gambol fluidly through the story , with charming results ."
1,"a gentle , compassionate drama about grief and healing ."
1,"somewhere short of tremors on the modern b-scene : neither as funny nor as clever , though an agreeably unpretentious way to spend ninety minutes ."
1,digital-video documentary about stand-up comedians is a great glimpse into a very different world .
1,"unlike most teen flicks , swimming takes its time to tell its story , casts mostly little-known performers in key roles , and introduces some intriguing ambiguity ."
1,"an enthralling , playful film that constantly frustrates our desire to know the 'truth' about this man , while deconstructing the very format of the biography in a manner that derrida would doubtless give his blessing to ."
1," "" extreme ops "" exceeds expectations . good fun , good action , good acting , good dialogue , good pace , good cinematography ."
1,you should pay nine bucks for this : because you can hear about suffering afghan refugees on the news and still be unaffected . dramas like this make it human .
1,"a thunderous ride at first , quiet cadences of pure finesse are few and far between ; their shortage dilutes the potency of otherwise respectable action . still , this flick is fun , and host to some truly excellent sequences ."
1,"it's obviously struck a responsive chord with many south koreans , and should work its magic in other parts of the world ."
1,"run , don't walk , to see this barbed and bracing comedy on the big screen ."
1,a classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done .
1,"it is nature against progress . in fessenden's horror trilogy , this theme has proved important to him and is especially so in the finale ."
1,"it's not exactly a gourmet meal but the fare is fair , even coming from the drive-thru ."
1,"this is what imax was made for : strap on a pair of 3-d goggles , shut out the real world , and take a vicarious voyage to the last frontier -- space ."
1,"merely as a technical , logistical feat , russian ark marks a cinematic milestone ."
1,"[schweiger is] talented and terribly charismatic , qualities essential to both movie stars and social anarchists ."
1,it's a great deal of sizzle and very little steak . but what spectacular sizzle it is ! . . . in this incarnation its fizz is infectious .
1,an original gem about an obsession with time .
1,it will delight newcomers to the story and those who know it from bygone days .
1,gloriously goofy ( and gory ) midnight movie stuff .
1,the film overcomes the regular minefield of coming-of-age cliches with potent doses of honesty and sensitivity .
1,"if your senses haven't been dulled by slasher films and gorefests , if you're a connoisseur of psychological horror , this is your ticket ."
1,"it's a minor comedy that tries to balance sweetness with coarseness , while it paints a sad picture of the singles scene ."
1,it is intensely personal and yet -- unlike quills -- deftly shows us the temper of the times .
1,"as lo-fi as the special effects are , the folks who cobbled nemesis together indulge the force of humanity over hardware in a way that george lucas has long forgotten ."
1,"like mike doesn't win any points for originality . it does succeed by following a feel-good formula with a winning style , and by offering its target audience of urban kids some welcome role models and optimism ."
1,"it's a hoot and a half , and a great way for the american people to see what a candidate is like when he's not giving the same 15-cent stump speech ."
1,"far from perfect , but its heart is in the right place . . . innocent and well-meaning ."
1,"a sad , superior human comedy played out on the back roads of life ."
1,"waydowntown is by no means a perfect film , but its boasts a huge charm factor and smacks of originality ."
1,"tim allen is great in his role but never hogs the scenes from his fellow cast , as there are plenty of laughs and good lines for everyone in this comedy ."
1,"more a load of enjoyable , conan-esque claptrap than the punishing , special-effects soul assaults the mummy pictures represent ."
1,"enormously likable , partly because it is aware of its own grasp of the absurd ."
1,"here's a british flick gleefully unconcerned with plausibility , yet just as determined to entertain you ."
1,"it's an old story , but a lively script , sharp acting and partially animated interludes make just a kiss seem minty fresh ."
1,must be seen to be believed .
1,"ray liotta and jason patric do some of their best work in their underwritten roles , but don't be fooled : nobody deserves any prizes here ."
1,"everything that has to do with yvan and charlotte , and everything that has to do with yvan's rambunctious , jewish sister and her non-jew husband , feels funny and true ."
1,"sweet home alabama "" is what it is – a nice , harmless date film . . ."
1,"the year's happiest surprise , a movie that deals with a real subject in an always surprising way ."
1,fans of behan's work and of irish movies in general will be rewarded by borstal boy .
1,"its mysteries are transparently obvious , and it's too slowly paced to be a thriller . [but it's] worth recommending because of two marvelous performances by michael caine and brendan fraser ."
1,"the film is faithful to what one presumes are the book's twin premises -- that we become who we are on the backs of our parents , but we have no idea who they were at our age ; and that time is a fleeting and precious commodity no matter how old you are ."
1,stephen earnhart's homespun documentary mule skinner blues has nothing but love for its posse of trailer park denizens .
1,a solidly seaworthy chiller .
1,"if you can get past the fantastical aspects and harsh realities of "" the isle "" you'll get a sock-you-in-the-eye flick that is a visual tour-de-force and a story that is unlike any you will likely see anywhere else ."
1,"there are as many misses as hits , but ultimately , it finds humor in the foibles of human behavior , and it's a welcome return to the roots of a genre that should depend on surprises ."
1,a well-made thriller with a certain level of intelligence and non-reactionary morality .
1,"there's enough science to make it count as educational , and enough beauty to make it unforgettable ."
1,"remains a solid , if somewhat heavy-handed , account of the near-disaster . . . done up by howard with a steady , if not very imaginative , hand ."
1,makmalbaf follows a resolutely realistic path in this uncompromising insight into the harsh existence of the kurdish refugees of iran's borderlands .
1,"for a good chunk of its running time , trapped is an effective and claustrophobic thriller ."
1,most of crush is a clever and captivating romantic comedy with a welcome pinch of tartness .
1,nair does capture the complexity of a big family and its trials and tribulations . . .
1,"the seaside splendor and shallow , beautiful people are nice to look at while you wait for the story to get going ."
1,rare is the 'urban comedy' that even attempts the insight and honesty of this disarming indie .
1,ranks among willams' best screen work .
1,engagingly captures the maddening and magnetic ebb and flow of friendship .
1,an experience so engrossing it is like being buried in a new environment .
1,"it's traditional moviemaking all the way , but it's done with a lot of careful period attention as well as some very welcome wit ."
1,thoroughly enjoyable .
1,"maybe it's just because this past year has seen the release of some of the worst film comedies in decades . . . but honestly , analyze that really isn't all that bad ."
1,"a droll , well-acted , character-driven comedy with unexpected deposits of feeling ."
1,this is simply the most fun you'll ever have with a documentary !
1,a very funny movie .
1,"watching haneke's film is , aptly enough , a challenge and a punishment . but watching huppert , a great actress tearing into a landmark role , is riveting ."
1,a cop story that understands the medium amazingly well .
1,"one of the best , most understated performances of [jack nicholson's] career ."
1,"britney has been delivered to the big screen safe and sound , the way we like our 20-year-old superstar girls to travel on the fame freeway ."
1,those outside show business will enjoy a close look at people they don't really want to know .
1,the kind of nervous film that will either give you a mild headache or exhilarate you .
1,watching beanie and his gang put together his slasher video from spare parts and borrowed materials is as much fun as it must have been for them to make it .
1,"children may not understand everything that happens -- i'm not sure even miyazaki himself does -- but they will almost certainly be fascinated , and undoubtedly delighted ."
1,a fascinating and fun film .
1,"tadpole is a sophisticated , funny and good-natured treat , slight but a pleasure ."
1,"this insightful , oscar-nominated documentary , in which children on both sides of the ever-escalating conflict have their say away from watchful parental eyes , gives peace yet another chance ."
1,i admired this work a lot .
1,"whether you're moved and love it , or bored or frustrated by the film , you'll still feel something ."
1, . . . there are enough moments of heartbreaking honesty to keep one glued to the screen .
1,"my goodness , queen latifah has a lot to offer and she seemed to have no problem flaunting her natural gifts . she must have a very strong back ."
1,"a smart , sweet and playful romantic comedy ."
1,australian actor/director john polson and award-winning english cinematographer giles nuttgens make a terrific effort at disguising the obvious with energy and innovation .
1,"without heavy-handedness , dong provides perspective with his intelligent grasp of human foibles and contradictions ."
1,"solid , lump-in-the-throat family entertainment that derives its power by sticking to the facts ."
1,"as an entertainment , the movie keeps you diverted and best of all , it lightens your wallet without leaving a sting ."
1,it is interesting and fun to see goodall and her chimpanzees on the bigger-than-life screen .
1,it won't bust your gut -- and it's not intended to -- it's merely a blandly cinematic surgical examination of what makes a joke a joke .
1,"a somewhat crudely constructed but gripping , questing look at a person so racked with self-loathing , he becomes an enemy to his own race ."
1,"it extends the writings of jean genet and john rechy , the films of fassbinder , perhaps even the nocturnal works of goya ."
1,"narc may not get an 'a' for originality , but it wears its b-movie heritage like a badge of honor ."
1,"with the film's striking ending , one realizes that we have a long way to go before we fully understand all the sexual permutations involved ."
1,"[drumline] is entertaining for what it does , and admirable for what it doesn't do ."
1,at its best early on as it plays the culture clashes between the brothers .
1,"[a] rare , beautiful film ."
1,an unabashedly schmaltzy and thoroughly enjoyable true story .
1,a thoughtful look at a painful incident that made headlines in 1995 .
1,you walk out of the good girl with mixed emotions disapproval of justine combined with a tinge of understanding for her actions .
1,tsai ming-liang has taken his trademark style and refined it to a crystalline point .
1,"purely propaganda , a work of unabashed hero worship , it is nonetheless -- and likely inadvertently -- a timely and invaluable implicit reminder of the role that u . s . foreign policy has played in the rise of castro ."
1,"now trimmed by about 20 minutes , this lavish three-year-old production has enough grandeur and scale to satisfy as grown-up escapism ."
1,we get some truly unique character studies and a cross-section of americana that hollywood couldn't possibly fictionalize and be believed .
1,"though this film can be clumsy , its ambitions are equally -- and admirably -- uncommercial ."
1,"daring , mesmerizing and exceedingly hard to forget ."
1,the dangerous lives of altar boys' take on adolescence feels painfully true .
1,moore's performance impresses almost as much as her work with haynes in 1995's safe .
1,"visits spy-movie territory like a novel you can't put down , examines a footnote to history seldom brought to light on the screen , and keeps you guessing from first frame to last ."
1,"an absorbing , slice-of-depression life that touches nerves and rings true ."
1,"mr . parker has brilliantly updated his source and grasped its essence , composing a sorrowful and hilarious tone poem about alienated labor , or an absurdist workplace sitcom ."
1,the result is something quite fresh and delightful .
1,all but the most persnickety preteens should enjoy this nonthreatening but thrilling adventure .
1,despite its many infuriating flaws -- not the least of which is amy's self-absorbed personality -- amy's o's honesty will win you over .
1,this is one of polanski's best films .
1,"day is not a great bond movie , but it is a good bond movie , which still makes it much better than your typical bond knock-offs ."
1,polished korean political-action film is just as good -- and bad -- as hollywood action epics . is this progress ?
1,"elling , portrayed with quiet fastidiousness by per christian ellefsen , is a truly singular character , one whose frailties are only slightly magnified versions of the ones that vex nearly everyone ."
1,denis and co-writer michele petin's impeccable screenplay penetrates with a rawness that that is both unflinching and tantalizing . lead provocatuers testud and parmentier give superlative performances
1,"an absorbing trip into the minds and motivations of people under stress as well as a keen , unsentimental look at variations on the theme of motherhood ."
1,"i admired it , particularly that unexpected downer of an ending ."
1,"the passions aroused by the discord between old and new cultures are set against the strange , stark beauty of the mideast desert , so lovingly and perceptively filmed that you can almost taste the desiccated air ."
1,remarkably accessible and affecting .
1,"never mind whether you buy the stuff about barris being a cia hit man . the kooky yet shadowy vision clooney sustains throughout is daring , inventive and impressive ."
1,"a triumph of art direction over narrative , but what art direction !"
1,behan himself knew how to spin a tale and one can't help but think he'd appreciate this attempt to turn his life into art .
1,"jirí hubac's script is a gem . his characters are engaging , intimate and the dialogue is realistic and greatly moving . the scope of the silberstein family is large and we grow attached to their lives , full of strength , warmth and vitality . ."
1,"moore's complex and important film is also , believe it or not , immensely entertaining , a david and goliath story that's still very much playing itself out ."
1,"the additional storyline is interesting and entertaining , but it doesn't have the same magical quality as the beginning of the story . i like the new footage and still love the old stuff ."
1,"though mama takes a bit too long to find its rhythm and a third-act plot development is somewhat melodramatic , its ribald humor and touching nostalgia are sure to please anyone in search of a jules and jim for the new millennium ."
1,you might not buy the ideas . but you'll definitely want the t-shirt .
1,provides an intriguing window into the imagination and hermetic analysis of todd solondz .
1,"windtalkers is shapelessly gratifying , the kind of movie that invites you to pick apart its faults even as you have to admit that somehow it hit you where you live ."
1,presents an astute appraisal of middle american musical torpor and the desperate struggle to escape it .
1,"just what makes us happy , anyway ?"
1,"a thoughtful , moving piece that faces difficult issues with honesty and beauty ."
1,one of the greatest romantic comedies of the past decade .
1,"you wouldn't call the good girl a date movie ( an anti-date movie is more like it ) , but when it's good , it's good and horrid ."
1,"benefits from a strong performance from zhao , but it's dong jie's face you remember at the end ."
1,this is a film brimming with detail and nuance and one that speaks volumes about the ability of the human spirit to find solace in events that could easily crush it forever .
1,"the director , steven shainberg , has succeeded by focusing intently on his characters , making them quirky individuals rather than figures of fun ."
1,it ultimately stands forth as an important chronicle of the abuses of one of latin america's most oppressive regimes .
1,"the movie has a soft , percolating magic , a deadpan suspense ."
1,a well-made and often lovely depiction of the mysteries of friendship .
1,"using his audience as a figurative port-of-call , dong pulls his even-handed ideological ship to their dock for unloading , before he continues his longer journey still ahead ."
1, . . . understands that a generation defines its music as much as the music defines a generation .
1,the transporter is as lively and as fun as it is unapologetically dumb
1,"as a witness to several greek-american weddings -- but , happily , a victim of none -- i can testify to the comparative accuracy of ms . vardalos' memories and insights ."
1,has it ever been possible to say that williams has truly inhabited a character ? it is now .
1,"by presenting an impossible romance in an impossible world , pumpkin dares us to say why either is impossible -- which forces us to confront what's possible and what we might do to make it so ."
1,"an impressive debut for first-time writer-director mark romanek , especially considering his background is in music video ."
1,"an incendiary , deeply thought-provoking look at one of the most peculiar ( and peculiarly venomous ) bigotries in our increasingly frightening theocracy"
1,"all the performances are top notch and , once you get through the accents , all or nothing becomes an emotional , though still positive , wrench of a sit ."
1," "" its successes are also tempered with elements which prove the direct antithesis of what it gets right . """
1,it's solid and affecting and exactly as thought-provoking as it should be .
1,this is such a dazzlingly self-assured directorial debut that it's hard to know what to praise first .
1,"parker holds true to wilde's own vision of a pure comedy with absolutely no meaning , and no desire to be anything but a polished , sophisticated entertainment that is in love with its own cleverness ."
1,münch's genuine insight makes the film's occasional overindulgence forgivable .
1,"thankfully , the film , which skirts that rapidly deteriorating line between fantasy and reality . . . takes a tongue-in-cheek attitude even as it pushes the croc hunter agenda ."
1,"ultimately , the message of trouble every day seems to be that all sexual desire disrupts life's stasis ."
1,"if you're like me , a sucker for a good old fashion romance and someone who shamelessly loves to eat , then mostly martha offers all the perfect ingredients to more than satisfy your appetite ."
1,"the film has just enough of everything -- re-enactments , archival footage , talking-head interviews -- and the music is simply sublime ."
1,"there are a few stabs at absurdist comedy . . . but mostly the humor is of the sweet , gentle and occasionally cloying kind that has become an iranian specialty ."
1,a wonderful character-based comedy .
1,"it would be interesting to hear from the other side , but in talk to her , the women are down for the count ."
1,an endearingly offbeat romantic comedy with a great meet-cute gimmick .
1,"the unique tug-of-war with viewer expectations is undeniable , if not a pleasure in its own right ."
1,"it uses an old-time formula , it's not terribly original and it's rather messy -- but you just have to love the big , dumb , happy movie my big fat greek wedding ."
1,it's almost impossible not to be moved by the movie's depiction of sacrifice and its stirring epilogue in post-soviet russia .
1,"who knows what exactly godard is on about in this film , but his words and images don't have to add up to mesmerize you ."
1,"the tone is balanced , reflective and reasonable ."
1,"the principals in this cast are all fine , but bishop and stevenson are standouts ."
1,"it could change america , not only because it is full of necessary discussion points , but because it is so accessible that it makes complex politics understandable to viewers looking for nothing but energetic entertainment ."
1,what's most striking about this largely celebratory film . . . is the sense of isolation that permeates these bastions of individuality in an ikea world .
1," . . . if you're in a mind set for goofy comedy , the troopers will entertain with their gross outs , bawdy comedy and head games ."
1,"somewhat blurred , but kinnear's performance is razor sharp ."
1,"as a director , mr . ratliff wisely rejects the temptation to make fun of his subjects ."
1,"for anyone who remembers the '60s or is interested in one man's response to stroke , ram dass : fierce grace is worth seeking out ."
1,"intriguing and beautiful film , but those of you who read the book are likely to be disappointed ."
1,"the new guy does have a heart . now , if it only had a brain ."
1,a savvy exploration of paranoia and insecurity in america's culture of fear .
1,"legendary irish writer brendan behan's memoir , borstal boy , has been given a loving screen transferral ."
1,"the film's greatest asset is how much it's not just another connect-the-dots , spy-on-the-run picture ."
1,this clever caper movie has twists worthy of david mamet and is enormous fun for thinking audiences .
1,it's one of the saddest films i have ever seen that still manages to be uplifting but not overly sentimental .
1,"morton is , as usual , brilliant ."
1,"even with all those rough edges safely sanded down , the american insomnia is still pretty darned good ."
1,"i don't know precisely what to make of steven soderbergh's full frontal , though that didn't stop me from enjoying much of it ."
1,the tug of war that ensues is as much a snapshot of modern china in microcosm as it is a crash course in movie mythology .
1,"nearly surreal , dabbling in french , this is no simple movie , and you'll be taking a risk if you choose to see it . i enjoyed the ride ( bumps and all ) , creamy depth , and ultimate theme ."
1,"you could say that it's slow at times , you could say that a few of the characters act in ways that real people wouldn't , but one thing you couldn't say is that alias betty is predictable ."
1,"asia authors herself as anna battista , an italian superstar and aspiring directress who just happens to be her own worst enemy ."
1,"roman coppola may never become the filmmaker his dad was , but heck – few filmmakers will . but based on cq , i'll certainly be keeping an eye out for his next project ."
1,"an amusing , breezily apolitical documentary about life on the campaign trail ."
1,"high on melodrama . but it's emotionally engrossing , too , thanks to strong , credible performances from the whole cast ."
1,"finally , a genre movie that delivers -- in a couple of genres , no less ."
1,"it's not so much enjoyable to watch as it is enlightening to listen to new sides of a previous reality , and to visit with some of the people who were able to make an impact in the theater world ."
1,"spielberg is the rare director who does not want to invite viewers to gawk at or applaud his special effects . he just wants them to be part of the action , the wallpaper of his chosen reality . here , thankfully , they are ."
1,"post 9/11 the philosophical message of "" personal freedom first "" might not be as palatable as intended ."
1,"hu and liu offer natural , matter-of-fact performances that glint with sorrow , longing and love ."
1,this bold and lyrical first feature from raja amari expands the pat notion that middle-aged women just wanna have fun into a rousing treatise of sensual empowerment .
1,"easier to respect than enthuse over , andersson's rigorous personal vision is not only distanced but distancing ."
1,girls gone wild and gone civil again
1," . . . tunney is allowed to build an uncommonly human character , an almost real-live girl complete with trouble and hope ."
1,"while this film is not in the least surprising , it is still ultimately very satisfying . think of it as a sort of comfort food for the mind ."
1,"clever , brutal and strangely soulful movie ."
1, . . . always remains movingly genuine .
1,an intelligent fiction about learning through cultural clash .
1,will grab your children by the imagination and amaze them and amuse them .
1,a remarkable 179-minute meditation on the nature of revolution .
1,"those who would follow haneke on his creepy explorations . . . are rewarded by brutal , committed performances from huppert and magimel ."
1,an involving true story of a chinese actor who takes up drugs and winds up in an institution--acted mostly by the actual people involved .
1,hands down the year's most thought-provoking film . but it pays a price for its intricate intellectual gamesmanship .
1,it's a terrific american sports movie and dennis quaid is its athletic heart .
